Track,Artist,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Tag
Yellow Ledbetter,Pearl Jam,0.29,0.504,0.354,4.71e-06,4,0.157,-11.3,1,0.0339,140.87,4,0.292,Erika
BEAUTY AND A BEAT - HYPERTECHNO,HYPER DEMON,0.0473,0.724,0.865,7.95e-05,7,0.186,-5.735,1,0.0899,145.056,4,0.496,Andrea
LET'S GET FKD UP,Alok,0.00258,0.67,0.957,0.211,10,0.185,-5.43,1,0.0435,159.985,4,0.431,Andrea
The Age Of Love (Charlotte de Witte & Enrico Sangiuliano Remix),Age Of Love,0.0588,0.748,0.908,0.894,5,0.0943,-8.319,0,0.0504,130.004,4,0.0576,Andrea
Talk Shows on Mute,Incubus,0.141,0.723,0.584,0.0,0,0.0917,-5.729,1,0.0259,114.072,4,0.62,Erika
Cuaderno,Dalex,0.523,0.681,0.648,0.0,1,0.104,-5.021,0,0.38,172.02,4,0.688,Gianluca
Bad Day,Fuel,0.00034,0.296,0.747,4.64e-06,9,0.101,-4.563,1,0.0423,175.899,4,0.184,Erika
Open Book - Original Mix,Spartaque,0.000151,0.568,0.856,0.924,5,0.115,-8.27,1,0.0396,129.997,4,0.038,Andrea
303 State,Ramon Tapia,0.00774,0.727,0.932,0.83,0,0.0824,-5.247,1,0.098,132.991,4,0.157,Andrea
Ashokan Farewell,Jay Ungar,0.994,0.377,0.0501,0.899,9,0.0932,-20.238,1,0.0445,70.148,3,0.161,Laura
The Fuhrer,Necromancer,0.0134,0.561,0.994,0.836,11,0.388,-5.136,1,0.068,99.988,4,0.0379,Andrea
City of Gods,Fivio Foreign,0.102,0.474,0.801,0.0,8,0.322,-5.978,0,0.375,147.356,4,0.497,Giuliana
Ironic,Alanis Morissette,0.245,0.456,0.635,0.0,11,0.194,-5.731,1,0.0573,170.652,4,0.293,Erika
Me Rehúso,Danny Ocean,0.0231,0.744,0.804,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,0.426,Gianluca
Sound of da Police,KRS-One,0.124,0.794,0.95,7.71e-05,1,0.133,-8.78,1,0.294,94.984,4,0.324,Giuliana
GL5,Bro,0.0785,0.718,0.644,5.64e-06,1,0.308,-9.008,1,0.0623,156.057,4,0.306,Giuliana
Morado,J Balvin,0.137,0.881,0.696,4.13e-05,11,0.0927,-3.838,0,0.0797,97.002,4,0.781,Gianluca
Space Dust,Alan Fitzpatrick,0.00324,0.598,0.727,0.885,4,0.0923,-9.214,0,0.0415,134.986,4,0.0388,Andrea
Hate It Or Love It,The Game,0.14,0.802,0.785,0.0,9,0.123,-4.781,1,0.207,99.998,4,0.435,Giuliana
"Rêverie, L. 68: Rêverie",Claude Debussy,0.994,0.296,0.00896,0.91,7,0.0815,-31.948,0,0.0394,69.44,3,0.0673,Laura
Let's Dance - 2002 Remaster,David Bowie,0.00535,0.654,0.641,0.00321,8,0.209,-9.771,1,0.0482,114.696,4,0.794,Erika
The Hillbillies,Baby Keem,0.0166,0.814,0.606,0.0,1,0.125,-6.378,1,0.243,150.005,4,0.208,Giuliana
Elon Musk,Augxst,0.477,0.837,0.24,0.354,0,0.104,-17.749,1,0.104,159.954,4,0.548,Giuliana
Schwer,Paul Kalkbrenner,0.35,0.658,0.753,0.696,1,0.107,-11.668,1,0.0301,130.01,4,0.0339,Andrea
Pedro y el Lobo: El Lobo Furioso,Sergei Prokofiev,0.94,0.389,0.0321,0.000873,8,0.275,-27.223,1,0.0533,66.626,5,0.182,Laura
Sunglasses At Night,Gabry Ponte,0.00108,0.617,0.883,0.0177,1,0.337,-6.312,1,0.037,140.012,4,0.102,Andrea
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,0.152,0.526,0.606,2.36e-06,5,0.194,-5.3,0,0.259,116.622,4,0.492,Giuliana
1x1 (feat. Nova Twins),Bring Me The Horizon,0.000209,0.452,0.937,3.61e-06,1,0.606,-3.346,0,0.161,164.032,4,0.604,Erika
CASTLE OF GLASS,Linkin Park,0.0686,0.615,0.911,0.00188,1,0.0908,-3.584,0,0.0278,108.0,4,0.685,Erika
Sunshine (U&I),Tury,0.0112,0.723,0.766,0.00935,0,0.344,-6.88,1,0.0473,132.001,4,0.27,Andrea
The Real Slim Shady,Eminem,0.0302,0.949,0.661,0.0,5,0.0454,-4.244,0,0.0572,104.504,4,0.76,Giuliana
"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",Edvard Grieg,0.955,0.436,0.151,0.793,11,0.11,-20.745,0,0.0603,103.777,4,0.359,Laura
PAM,Justin Quiles,0.289,0.889,0.863,0.000603,11,0.0798,-3.011,1,0.0757,112.953,4,0.776,Gianluca
Vapor,Wisin & Yandel,0.066,0.803,0.779,2.23e-05,11,0.111,-4.449,0,0.0694,94.009,4,0.317,Gianluca
My Sharona,The Knack,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,0.897,Erika
Thunderstruck,AC/DC,0.000147,0.502,0.89,0.0117,4,0.217,-5.175,1,0.0364,133.52,4,0.259,Erika
Queen of the Banshees - Nico Moreno Remix,Sara Landry,0.000255,0.646,0.989,0.868,1,0.62,-7.244,1,0.054,144.978,4,0.342,Andrea
System - Flavio Cerbone Remix,Chemical Bond,0.0243,0.541,0.605,0.869,0,0.111,-8.83,1,0.0618,135.032,4,0.0507,Andrea
Ghetto Star,Ryan Castro,0.0584,0.891,0.652,0.0,4,0.101,-6.463,0,0.204,95.031,4,0.821,Gianluca
Predehra,Jiri Skorpik,0.829,0.238,0.302,0.837,0,0.219,-10.139,1,0.0359,82.655,4,0.0575,Laura
And so It Goes / She's Always a Woman,Daniel Koek,0.767,0.34,0.243,8.42e-06,3,0.141,-8.82,1,0.0348,83.845,4,0.284,Laura
"MIRAGE (feat. Ozuna, GIMS & Sfera Ebbasta)",AriBeatz,0.0271,0.701,0.601,0.0,7,0.0682,-7.171,1,0.325,172.101,4,0.421,Gianluca
Ruff Ryders' Anthem,DMX,0.0564,0.88,0.577,1.02e-06,10,0.201,-8.093,0,0.302,90.991,4,0.74,Giuliana
BEBE (feat. Anuel AA),6ix9ine,0.175,0.636,0.896,0.0,0,0.112,-3.755,1,0.0989,102.074,4,0.319,Gianluca
Martin & Gina,Polo G,0.345,0.832,0.534,0.0,1,0.165,-7.813,0,0.253,93.924,4,0.116,Giuliana
Arranca (feat. Omega),Becky G,0.0378,0.931,0.793,4.63e-06,0,0.0748,-4.666,0,0.133,117.999,4,0.856,Gianluca
Enemies (feat. DaBaby),Post Malone,0.0588,0.542,0.674,0.0,6,0.0955,-4.169,1,0.21,76.388,4,0.667,Giuliana
"So Fresh, So Clean",Outkast,0.0281,0.725,0.64,0.0,5,0.099,-7.905,0,0.332,166.028,3,0.915,Giuliana
Me Myself and I,De La Soul,0.165,0.889,0.966,2.28e-06,2,0.649,-4.702,0,0.113,114.61,4,0.811,Giuliana
MALA (feat. Anuel AA),6ix9ine,0.693,0.719,0.822,0.0,5,0.0997,-3.84,0,0.0427,99.998,4,0.785,Gianluca
Changes - 2015 Remaster,David Bowie,0.505,0.559,0.308,0.0,0,0.109,-11.75,1,0.0376,113.633,4,0.414,Erika
"Rêverie, L. 68 (Arr. by Badzura)",Claude Debussy,0.943,0.162,0.0669,0.607,5,0.131,-21.458,1,0.0448,81.937,4,0.04,Laura
Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,0.0311,0.904,0.813,0.00697,4,0.0471,-7.105,0,0.121,125.461,4,0.81,Giuliana
JEALOUSY (feat. Cardi B),Offset,0.0401,0.926,0.577,0.0,10,0.23,-6.805,0,0.367,134.383,4,0.304,Giuliana
This Picture,Placebo,8.58e-05,0.462,0.91,0.0469,1,0.0863,-7.198,1,0.0359,155.69,4,0.616,Erika
Deutsche Techno Bunker,Natte Visstick,0.000244,0.616,0.992,0.171,11,0.0764,-1.079,0,0.0767,154.963,4,0.181,Andrea
Hey Mor,Ozuna,0.00302,0.901,0.589,0.000237,1,0.0992,-6.713,0,0.289,98.002,4,0.399,Gianluca
Hip Hop Hooray,Naughty By Nature,0.102,0.862,0.642,0.0,6,0.272,-13.652,0,0.101,99.2,4,0.765,Giuliana
i need a doctor tekkno,TEKKNO,0.000286,0.624,0.82,0.000108,10,0.355,-7.153,0,0.0588,159.991,4,0.223,Andrea
Don't Trip,T:ME,0.345,0.667,0.534,4.42e-06,8,0.145,-11.338,1,0.161,163.115,4,0.4,Giuliana
Henry V: Henry V: Touch her soft lips and part,William Walton,0.92,0.146,0.019,0.878,0,0.0864,-31.365,1,0.0476,81.526,3,0.0492,Laura
The Hindu Times,Oasis,8.55e-06,0.418,0.948,7.17e-06,11,0.736,-3.078,1,0.0485,113.874,4,0.342,Erika
Brigg fair (Arr. Percy Grainger),Percy Grainger,0.99,0.241,0.114,0.0258,1,0.114,-17.668,0,0.0398,73.896,3,0.0385,Laura
Otherside,Red Hot Chili Peppers,0.00316,0.458,0.795,0.000202,0,0.0756,-3.265,1,0.0574,123.229,4,0.513,Erika
Can't Stop,Red Hot Chili Peppers,0.0179,0.618,0.938,0.0,9,0.167,-3.442,1,0.0456,91.455,4,0.875,Erika
Enter Sandman,Metallica,0.00213,0.577,0.828,0.0114,6,0.0581,-8.691,0,0.0298,123.257,4,0.604,Erika
Wonderwall - Remastered,Oasis,0.000452,0.378,0.896,0.0,2,0.194,-4.066,1,0.0407,174.302,4,0.469,Erika
Rodrigo: Concierto de Aranjuez: II. Adagio,Joaquín Rodrigo,0.93,0.253,0.098,0.862,11,0.122,-19.878,0,0.0437,84.865,4,0.062,Laura
My House,Flo Rida,0.0215,0.688,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74,Andrea
"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,0.985,0.411,0.0487,0.918,10,0.0944,-25.68,1,0.0383,128.859,1,0.101,Laura
Bank Account,21 Savage,0.015,0.884,0.347,7e-06,8,0.0871,-8.227,0,0.35,75.016,4,0.376,Giuliana
Devotion - Show Me Love 2023 Techno Mix - Radio Edit,Deborah de Luca,0.00711,0.754,0.946,0.708,8,0.106,-7.594,0,0.0765,145.991,4,0.22,Andrea
Pure Cocaine,Lil Baby,0.00127,0.964,0.487,6.57e-06,10,0.115,-6.071,0,0.421,127.05,4,0.107,Giuliana
Spin Bout U,Drake,0.01,0.773,0.701,0.0,7,0.163,-6.386,1,0.0512,129.963,4,0.203,Giuliana
Thirst,Paul Clark (UK),0.00101,0.545,0.998,0.722,2,0.0307,-2.251,1,0.0948,160.031,4,0.33,Andrea
"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Johannes Brahms,0.994,0.299,0.00626,0.901,9,0.0823,-30.923,1,0.0478,69.043,4,0.0634,Laura
"Goldberg Variations, BWV 988: Variatio 30 Quodlibet. a 1 Clav.",Johann Sebastian Bach,0.995,0.409,0.0785,0.913,7,0.0979,-23.556,1,0.0422,108.873,4,0.321,Laura
What's Up (What's Going On),Idetto,0.0293,0.614,0.97,0.0025,11,0.18,-3.633,0,0.0481,150.001,4,0.528,Andrea
Hardcore Power,Joey Risdon,0.018,0.602,0.995,0.789,11,0.229,-5.957,0,0.11,75.007,4,0.319,Andrea
LOT OF ME,Lil Tecca,0.223,0.704,0.537,0.0,0,0.122,-8.565,1,0.302,77.444,4,0.7,Giuliana
See Me,YV Dean,0.697,0.764,0.627,0.0,0,0.088,-6.718,1,0.062,119.981,5,0.622,Giuliana
Get Back,Pop Smoke,0.0746,0.798,0.649,1.34e-05,9,0.517,-6.546,1,0.306,142.006,4,0.566,Giuliana
Jimmy Cooks (feat. 21 Savage),Drake,0.000307,0.529,0.673,2.41e-06,0,0.093,-4.711,1,0.175,165.921,4,0.366,Giuliana
La Bachata,Manuel Turizo,0.583,0.835,0.679,1.98e-06,7,0.218,-5.329,0,0.0364,124.98,4,0.85,Gianluca
Thank You,Dido,0.3,0.725,0.583,0.000238,1,0.0665,-9.942,0,0.0427,79.984,4,0.762,Erika
3 messaggi in segreteria,Emis Killa,0.195,0.71,0.818,0.0,0,0.238,-5.855,0,0.075,110.077,4,0.168,Giuliana
Ruby Tuesday,The Rolling Stones,0.819,0.506,0.552,1.85e-06,0,0.183,-10.814,1,0.0295,104.513,4,0.492,Erika
Oh Boy,Cam'ron,0.0237,0.758,0.768,0.0,6,0.141,-5.603,1,0.174,83.033,4,0.824,Giuliana
Weiche Kissen,Kontra K,0.119,0.746,0.632,0.0,1,0.134,-6.98,1,0.304,139.943,4,0.542,Andrea
Treesha,Lil Tecca,0.0768,0.545,0.545,0.0,2,0.121,-8.631,1,0.301,163.847,4,0.122,Giuliana
Si Te Vas,R3 World Music,0.0942,0.805,0.562,7.73e-06,5,0.368,-6.126,0,0.214,98.027,4,0.429,Gianluca
"6 Piano Pieces, Op. 26: No. 2, Pastoral Atmosphere",Toivo Kuula,0.992,0.281,0.00706,0.883,5,0.071,-33.228,1,0.0458,75.297,4,0.125,Laura
What I Like About You,The Romantics,0.319,0.542,0.915,5.34e-05,9,0.171,-9.637,1,0.0549,159.81,4,0.92,Erika
MIA,Bad Bunny,0.0142,0.816,0.538,0.000496,6,0.099,-6.354,0,0.0617,97.054,4,0.156,Gianluca
Apollo - Original Mix,Charlotte de Witte,0.0317,0.742,0.855,0.81,1,0.119,-8.344,0,0.0611,138.008,4,0.0455,Andrea
"Ma mère l'oye, M. 62: Tableau VI: Le jardin feerique",Maurice Ravel,0.867,0.195,0.00736,0.738,0,0.0786,-28.34,1,0.0355,42.313,4,0.0382,Laura
“Ten Minutes Ago”,Santino Fontana,0.903,0.367,0.196,0.0,7,0.174,-11.002,1,0.0429,145.297,3,0.233,Laura
Metamorphosis II,Philip Glass,0.986,0.175,0.00853,0.925,9,0.0739,-25.044,0,0.0532,66.29,3,0.0382,Laura
Whirlwind Thru Cities,Afu-Ra,0.214,0.842,0.858,5.78e-06,10,0.475,-3.731,0,0.253,90.312,4,0.736,Giuliana
It's Up,Kir,0.341,0.729,0.699,0.0,2,0.0746,-6.909,1,0.322,143.208,4,0.489,Giuliana
"Shook Ones, Pt. II",Mobb Deep,0.0146,0.763,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,4,0.504,Giuliana
Criminal,NATTI NATASHA,0.03,0.814,0.813,9.33e-05,2,0.255,-3.023,0,0.0561,79.997,4,0.839,Gianluca
Don't Go Breaking My Heart,Elton John,0.149,0.729,0.844,2.87e-06,5,0.0604,-8.824,1,0.0344,131.459,4,0.777,Erika
XO Tour Llif3,Lil Uzi Vert,0.00264,0.732,0.75,0.0,11,0.109,-6.366,0,0.231,155.096,4,0.401,Giuliana
Survival of the Fittest,Mobb Deep,0.125,0.813,0.703,1.26e-06,11,0.237,-5.077,0,0.268,94.828,4,0.241,Giuliana
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin,0.189,0.671,0.658,8.66e-05,2,0.147,-5.567,1,0.309,87.933,4,0.257,Giuliana
Fake As Hell (with Avril Lavigne),All Time Low,0.000771,0.456,0.911,0.0,1,0.323,-2.904,0,0.0476,164.032,4,0.624,Erika
Slim Shady,Sinner,0.00918,0.945,0.615,0.0,5,0.0354,-4.129,0,0.117,104.503,4,0.891,Giuliana
Te Boté,Darell,0.401,0.918,0.602,7.28e-06,4,0.0805,-3.986,0,0.115,96.518,4,0.158,Gianluca
Face Down - Original Mix,Itachi,0.000776,0.588,0.995,0.679,6,0.209,-5.747,0,0.0653,144.005,4,0.0879,Andrea
Office Hours (feat. 50 Cent),Nas,0.106,0.606,0.885,0.0,5,0.21,-4.431,0,0.301,87.869,4,0.642,Giuliana
Surrender,Cheap Trick,0.00757,0.524,0.953,5.02e-06,0,0.771,-7.097,1,0.0416,133.828,4,0.869,Erika
Tell Me Why,Mike Candys,0.195,0.6,0.886,0.866,10,0.125,-2.469,1,0.0406,149.994,4,0.67,Andrea
Amarillo,J Balvin,0.013,0.641,0.857,0.00534,1,0.0695,-5.725,0,0.301,122.728,5,0.961,Gianluca
Missing Channel - Original Mix,Charlotte de Witte,0.00176,0.709,0.66,0.632,6,0.124,-9.118,1,0.0966,139.999,4,0.192,Andrea
"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach,0.995,0.454,0.0139,0.943,4,0.0736,-29.966,0,0.0514,130.253,4,0.244,Laura
Lloyd Webber: Variation 17,Andrew Lloyd Webber,0.688,0.168,0.0412,0.985,2,0.0992,-19.593,1,0.0404,112.229,4,0.0379,Laura
Forever (feat. Fridayy),Lil Baby,0.414,0.462,0.251,0.0,4,0.201,-12.072,0,0.159,89.705,3,0.137,Giuliana
Freek-A-Leek,Petey Pablo,0.0756,0.737,0.697,0.0,2,0.359,-3.716,1,0.254,104.917,4,0.662,Giuliana
Demonic Dimensions,Pawlowski,0.0156,0.681,0.932,0.837,10,0.094,-6.652,0,0.0709,165.016,4,0.148,Andrea
Scrape It Off (feat. Lil Uzi Vert & Don Toliver),Pusha T,0.484,0.594,0.679,7.83e-06,7,0.114,-3.702,1,0.345,106.726,5,0.66,Giuliana
Naive Music: No. 2. Nocturne,Valentin Silvestrov,0.995,0.358,0.00529,0.907,10,0.0844,-35.543,1,0.0492,67.592,3,0.145,Laura
Ketamine from al Kharid,Hush & Sleep,0.000742,0.553,0.98,0.929,3,0.906,-3.052,0,0.193,158.066,4,0.287,Andrea
PLMNSL,Pina,0.517,0.745,0.507,0.000121,7,0.146,-8.588,0,0.104,89.984,4,0.331,Gianluca
This That (Coolio),VSDiamond,0.0497,0.764,0.738,0.0,8,0.0841,-7.884,1,0.368,140.559,4,0.537,Giuliana
Quiero Darte,Prince Phaeton,0.349,0.802,0.501,0.00667,1,0.191,-11.463,1,0.0652,91.97,4,0.819,Gianluca
Hacerte de To',De La Ghetto,0.0874,0.794,0.677,0.0,9,0.11,-4.262,0,0.0565,98.013,4,0.453,Gianluca
The Monster,Eminem,0.0525,0.781,0.853,0.0,1,0.12,-3.68,0,0.0715,110.049,4,0.624,Giuliana
In the End,Linkin Park,0.00958,0.556,0.864,0.0,3,0.209,-5.87,0,0.0584,105.143,4,0.4,Erika
The Arts and the Hours,Jean-Philippe Rameau,0.995,0.415,0.026,0.938,1,0.107,-36.7,1,0.0496,136.191,4,0.268,Laura
Gym Quarantine,HUGEL,0.0105,0.865,0.751,0.456,7,0.114,-6.941,1,0.0588,126.001,4,0.879,Andrea
DOWN DOWN,Sickmode,0.141,0.577,0.909,0.0,6,0.957,-3.746,1,0.279,159.898,4,0.929,Andrea
Morena Tatuada,Mc Maromba,0.11,0.715,0.403,0.0,6,0.0644,-5.16,1,0.198,132.919,4,0.424,Gianluca
Catfish Blues,King Camil,0.0982,0.782,0.569,0.0,11,0.304,-6.076,0,0.249,84.029,4,0.485,Giuliana
JEANS STRAPPATI (feat. Fabri Fibra),Ketama126,0.0339,0.765,0.651,1.55e-06,0,0.357,-6.904,1,0.0301,127.992,4,0.0921,Giuliana
Overthinker,Mike Kito,0.0945,0.635,0.698,0.0,6,0.0955,-9.01,0,0.0477,155.005,4,0.293,Giuliana
FOR FUN,Lil Uzi Vert,0.157,0.775,0.461,0.0,7,0.0687,-6.594,0,0.124,134.028,4,0.131,Giuliana
Drive My Car - Remastered 2009,The Beatles,0.0173,0.754,0.571,0.0,2,0.3,-8.547,1,0.0421,122.463,4,0.82,Erika
Tipsy - Club Mix,J-Kwon,0.0644,0.925,0.744,0.0,0,0.0888,-5.79,1,0.367,93.02,4,0.656,Giuliana
Swimming Pools (Drank),Kendrick Lamar,0.00627,0.577,0.447,0.00022,8,0.0899,-5.892,1,0.277,74.236,4,0.189,Giuliana
A Whole New World (with Lea Salonga) - Live in Japan,Alan Menken,0.714,0.266,0.504,0.0,0,0.182,-4.696,1,0.0308,115.114,4,0.297,Laura
Moonwalking in Calabasas (feat. Blueface) - Remix,DDG,0.0614,0.928,0.341,0.0,11,0.162,-10.196,0,0.103,129.966,4,0.745,Giuliana
Any Other Name,Thomas Newman,0.983,0.304,0.0116,0.963,7,0.104,-33.19,0,0.0337,77.84,4,0.0364,Laura
Over the Rainbow,Judy Garland,0.901,0.231,0.0426,0.000136,8,0.153,-21.141,1,0.0426,77.74,4,0.199,Laura
The Sorcerer's Apprentice,Paul Dukas,0.797,0.351,0.206,0.255,1,0.0738,-22.657,1,0.0597,130.415,4,0.0839,Laura
Asesina,Brytiago,0.643,0.846,0.659,0.0,10,0.119,-5.277,0,0.259,94.195,4,0.497,Gianluca
Pasó De Nivel,Sonak Classics,0.213,0.838,0.416,2.49e-06,1,0.175,-8.769,0,0.262,107.085,4,0.5,Gianluca
PROBLEMA,Daddy Yankee,0.0613,0.773,0.8,0.00403,10,0.0327,-3.17,0,0.0987,89.988,4,0.842,Gianluca
Musica callada I Angelico,Federico Mompou,0.95,0.365,0.00179,0.725,9,0.0646,-47.001,0,0.0877,93.014,4,0.277,Laura
Djadja,Aya Nakamura,0.0617,0.811,0.797,0.0,5,0.112,-5.428,1,0.165,97.988,4,0.541,Gianluca
In My Bed,VAV,0.634,0.57,0.583,0.000322,0,0.113,-9.198,0,0.0653,130.049,4,0.481,Giuliana
Da Rockwilder,Method Man,0.0137,0.612,0.659,0.0,6,0.417,-6.995,0,0.406,99.137,4,0.393,Giuliana
String Theory,HI-LO,0.0659,0.654,0.968,0.942,11,0.117,-4.846,0,0.109,130.001,4,0.337,Andrea
Distraction,Polo G,0.16,0.713,0.689,0.0,11,0.136,-5.99,1,0.255,156.934,4,0.63,Giuliana
Dreamweaver: 2. Dreamsong,Ola Gjeilo,0.991,0.207,0.15,0.827,1,0.0944,-18.819,0,0.0394,86.339,4,0.0395,Laura
"The Life I Lead - From ""Mary Poppins""/Soundtrack Version",David Tomlinson,0.758,0.765,0.278,0.0,10,0.182,-17.121,1,0.268,123.73,4,0.848,Laura
Get Money,Junior M.A.F.I.A.,0.477,0.736,0.828,0.0,11,0.251,-5.835,0,0.284,91.224,4,0.899,Giuliana
Keep A Blunt,Conscious,0.37,0.811,0.541,7.03e-05,2,0.421,-10.703,1,0.314,101.937,4,0.792,Giuliana
"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",Ludwig van Beethoven,0.978,0.166,0.0363,0.922,11,0.0882,-26.822,1,0.0381,84.467,4,0.039,Laura
BILLIE EILISH.,Armani White,0.115,0.9,0.509,1.67e-06,1,0.0937,-6.647,1,0.257,100.007,4,0.765,Giuliana
The Show Never Ends,Joey Risdon,0.000686,0.589,0.999,0.784,3,0.107,-4.9,0,0.102,150.01,4,0.36,Andrea
Adrenaline,AIROD,0.000703,0.704,0.766,0.903,0,0.0924,-8.238,1,0.0571,133.99,4,0.0646,Andrea
Mercy,Kanye West,0.0685,0.563,0.496,5.8e-05,6,0.173,-9.381,0,0.406,139.993,4,0.426,Giuliana
Take Me Away,New Medicine,0.0324,0.408,0.799,0.0,4,0.0874,-5.987,0,0.102,171.999,4,0.403,Erika
11 PM,Maluma,0.217,0.777,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68,Gianluca
TBH,Zenix Universe,0.197,0.414,0.624,0.0,10,0.291,-8.705,0,0.0634,139.611,4,0.29,Giuliana
Start Me Up - Remastered 2009,The Rolling Stones,0.0436,0.631,0.932,0.137,5,0.0918,-4.142,1,0.0354,122.429,4,0.971,Erika
Mockingbird,Eminem,0.209,0.637,0.678,0.0,0,0.156,-3.798,1,0.266,84.039,4,0.254,Giuliana
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,0.189,0.684,0.671,2.37e-05,7,0.122,-4.392,0,0.0464,88.048,4,0.156,Giuliana
Sweet Home Alabama,Lynyrd Skynyrd,0.145,0.58,0.634,0.000984,7,0.329,-11.058,1,0.0252,97.919,4,0.935,Erika
WANDA,Quevedo,0.249,0.724,0.631,0.0,4,0.213,-4.42,0,0.0686,176.076,4,0.957,Gianluca
NITROGENIUM,1luu,0.00725,0.607,0.997,0.86,2,0.0493,-8.065,1,0.0721,74.995,4,0.372,Andrea
I KNOW ?,Travis Scott,0.0186,0.927,0.619,0.0,5,0.104,-4.441,0,0.0539,117.995,4,0.817,Giuliana
Techno Crari,Nico Moreno,0.00581,0.758,0.997,0.641,6,0.756,-8.544,1,0.0932,143.015,4,0.0353,Andrea
Banking On Me,Gunna,0.613,0.793,0.308,1.68e-05,0,0.0953,-10.414,0,0.0466,135.143,4,0.46,Giuliana
Got My Mind Set on You,George Harrison,0.456,0.759,0.85,1.72e-06,4,0.488,-7.156,1,0.0418,149.211,4,0.963,Erika
Lily’s Lullaby,RIOPY,0.994,0.497,0.00781,0.963,0,0.147,-24.079,1,0.063,74.096,4,0.101,Laura
Low,JKRS,0.19,0.823,0.856,0.000971,8,0.163,-6.531,0,0.17,150.039,4,0.784,Andrea
"Piano Concerto in A Minor, Op. 7: II. Romanze: Andante non troppo con grazia",Clara Schumann,0.989,0.198,0.0138,0.931,8,0.131,-30.715,1,0.039,69.315,4,0.0399,Laura
CCM,KillaBruce,0.218,0.606,0.711,0.0,5,0.522,-6.889,1,0.0646,137.882,4,0.421,Giuliana
Satie / Orch. Ducros: Gymnopédie No. 1,Erik Satie,0.942,0.0921,0.0183,0.94,7,0.195,-31.858,1,0.0513,166.979,3,0.039,Laura
Orfeo Ed Euridice: Dance of the Blessed Spirits (Act II),Christoph Willibald Gluck,0.971,0.159,0.0634,0.93,5,0.0811,-27.514,1,0.0555,63.121,3,0.0929,Laura
Where Are You Now,Koen Fagen,0.0804,0.77,0.875,0.000839,6,0.198,-6.248,0,0.112,123.991,4,0.365,Andrea
Bad,Blaiz Fayah,0.00451,0.783,0.748,4.62e-05,2,0.135,-4.118,1,0.188,99.16,4,0.799,Gianluca
PONTE NASTY,Rauw Alejandro,0.241,0.511,0.866,0.0,7,0.128,-2.941,1,0.33,90.85,4,0.582,Gianluca
Good Times Bad Times - 1993 Remaster,Led Zeppelin,0.0382,0.476,0.717,7.61e-05,9,0.0818,-9.192,1,0.0949,93.584,4,0.753,Erika
beamerboy tekkno,TEKKNO,0.00244,0.762,0.681,0.769,1,0.352,-6.475,1,0.207,155.996,4,0.763,Andrea
"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",Wu-Tang Clan,0.199,0.826,0.566,0.0,10,0.356,-10.747,0,0.311,99.131,4,0.655,Giuliana
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,0.0221,0.49,0.618,3.77e-06,1,0.259,-5.655,1,0.104,99.7,4,0.286,Giuliana
Coño,Puri,0.00739,0.847,0.573,0.0149,0,0.0845,-6.032,1,0.253,99.919,4,0.332,Gianluca
La Bomba,King Africa,0.0852,0.895,0.92,0.0,1,0.16,-5.18,1,0.187,99.998,4,0.891,Gianluca
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.0239,0.853,0.693,0.0,1,0.11,-6.87,1,0.275,95.967,4,0.662,Giuliana
Low Down,Lil Baby,0.0354,0.962,0.619,0.0,10,0.083,-5.562,0,0.405,127.958,4,0.154,Giuliana
Silent Waves,Dan Evmark,0.973,0.2,0.0581,0.709,0,0.0785,-20.462,0,0.0451,93.785,3,0.0432,Laura
Edge of Seventeen - 2016 Remaster,Stevie Nicks,0.327,0.591,0.804,5.98e-06,0,0.0818,-7.299,1,0.0454,111.457,4,0.658,Erika
Winter,Ola Gjeilo,0.994,0.314,0.00545,0.945,0,0.0894,-33.332,1,0.0597,138.554,4,0.444,Laura
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,0.0584,0.84,0.62,0.0,1,0.0988,-6.91,1,0.129,98.076,4,0.511,Gianluca
